pid,Other Fee,admin,amenity,appfee,birddep,birdfee,catdep,catfee,dogdep,dogfee,fishdep,fishfee,movein,na,otherdep,reptiledep,reptilefee,unknown
2421,,,,25.0,,,300.0,300.0,300.0,300.0,,,,,,,,
2422,,,,25.0,,,300.0,300.0,300.0,300.0,,,,,,,,
2423,,,,25.0,,,250.0,60.0,250.0,60.0,,,,,,,,
2424,,350.0,,50.0,,,,,,,,,,,,,,
2425,,,,25.0,,,,350.0,,350.0,,,,,,,,
2426,,,,25.0,,,250.0,,250.0,,,,,,,,,
2427,,,,35.0,,,,500.0,,500.0,,,,,,,,
2428,,,,25.0,,,,,,,,,,,,,,
2429,,,,25.0,,,,300.0,,300.0,,,,,,,,
2430,,,,,,,,,,,,,,,,,,
2431,,,,,,,,,,,,,,,,,,
2432,,,,,,,,,,,,,,,,,,
2433,,,,,,,,,,,,,,,,,,
2434,,,,,,,,,,,,,,,,,,
2435,,200.0,,25.0,,,,,,,,,,,,,,
2436,,200.0,,35.0,,,,,,,,,,,,,,
2437,,,,,,,,,,,,,,,,,,
2438,,,,,,,,,,,,,,,,,,
2439,,,,,,,,,,,,,,,,,,
2440,,,,,,,,,,,,,,,,,,
2441,,,,,,,,,,,,,,,,,,
2442,,,,,,,,,,,,,,,,,,
2443,,,,,,,,,,,,,,,,,,
2444,,,,,,,,,,,,,,,,,,
2445,,,,,,,,,,,,,,,,,,
2446,,,,,,,,,,,,,,,,,,
2447,,,,,,,,,,,,,,,,,,
2448,,,,,,,,,,,,,,,,,,
2449,,,,,,,,,,,,,,,,,,
2450,,,,,,,,,,,,,,,,,,
2451,,,,,,,,,,,,,,,,,,
2452,,,,,,,,,,,,,,,,,,
2453,,,,,,,,,,,,,,,,,,
2454,,,,,,,,,,,,,,,,,,
2455,,,,,,,,,,,,,,,,,,
2456,,,,,,,,,,,,,,,,,,
2457,,,,,,,,,,,,,,,,,,
2458,,,,,,,,,,,,,,,,,,
2459,,,,,,,,,,,,,,,,,,
2460,,,,,,,,,,,,,,,,,,
2461,,,,,,,,,,,,,,,,,,
2462,,,,,,,,,,,,,,,,,,
2463,,,,,,,,,,,,,,,,,,
2464,,,,,,,,,,,,,,,,,,
2465,,,,,,,,,,,,,,,,,,
2466,,,,,,,,,,,,,,,,,,
2467,,,,,,,,,,,,,,,,,,
2468,,,,,,,,,,,,,,,,,,
2469,,,,,,,,,,,,,,,,,,
2470,,,,,,,,,,,,,,,,,,
2471,,,,,,,,,,,,,,,,,,
2472,,,,,,,,,,,,,,,,,,
2473,,,,,,,,,,,,,,,,,,
2474,,,,,,,,,,,,,,,,,,
2475,,,,,,,,,,,,,,,,,,
2476,,,,,,,,,,,,,,,,,,
2477,,,,,,,,,,,,,,,,,,
2478,,,,,,,,,,,,,,,,,,
2479,,,,,,,,,,,,,,,,,,
2480,,,,,,,,,,,,,,,,,,
2481,,,,,,,,,,,,,,,,,,
2482,,,,,,,,,,,,,,,,,,
2483,,,,,,,,,,,,,,,,,,
2484,,,,,,,,,,,,,,,,,,
2485,,,,,,,,,,,,,,,,,,
2486,,,,,,,,,,,,,,,,,,
2487,,,,,,,,,,,,,,,,,,
2488,,,,,,,,,,,,,,,,,,
2489,,,,,,,,,,,,,,,,,,
2490,,,,,,,,,,,,,,,,,,
2491,,,,,,,,,,,,,,,,,,
2492,,,,,,,,,,,,,,,,,,
2493,,,,,,,,,,,,,,,,,,
2494,,,,,,,,,,,,,,,,,,
2495,,,,,,,,,,,,,,,,,,
2496,,,,,,,,,,,,,,,,,,
2497,,,,,,,,,,,,,,,,,,
2498,,,,,,,,,,,,,,,,,,
2499,,,,,,,,,,,,,,,,,,
2500,,,,,,,,,,,,,,,,,,
2501,,,,,,,,,,,,,,,,,,
2502,,,,,,,,,,,,,,,,,,
2503,,,,,,,,,,,,,,,,,,
2504,,,,,,,,,,,,,,,,,,
2505,,,,,,,,,,,,,,,,,,
2506,,,,,,,,,,,,,,,,,,
2507,,,,,,,,,,,,,,,,,,
2508,,,,,,,,,,,,,,,,,,
2509,,,,,,,,,,,,,,,,,,
2510,,,,,,,,,,,,,,,,,,
2511,,,,,,,,,,,,,,,,,,
2512,,,,,,,,,,,,,,,,,,
2513,,,,,,,,,,,,,,,,,,
2514,,,,,,,,,,,,,,,,,,
2515,,,,,,,,,,,,,,,,,,
2516,,,,35.0,,,400.0,,400.0,,,,,,,,,
2517,,,,,,,,,,,,,,,,,,
2518,,,,,,,,,,,,,,,,,,
2519,,,,,,,,,,,,,,,,,,
2520,,,,,,,,,,,,,,,,,,
2521,,,,,,,,,,,,,,,,,,
2522,,,,,,,,,,,,,,,,,,
2523,,,,,,,,,,,,,,,,,,
2524,,,,,,,,,,,,,,,,,,
2525,,,,,,,,,,,,,,,,,,
2526,,,,,,,,,,,,,,,,,,
2527,,,,,,,,,,,,,,,,,,
2528,,,,,,,,,,,,,,,,,,
2529,,,,,,,,,,,,,,,,,,
2530,,,,,,,,,,,,,,,,,,
2531,,,,,,,,,,,,,,,,,,
2532,,,,,,,,,,,,,,,,,,
2533,,,,,,,,,,,,,,,,,,
2534,,,,,,,,,,,,,,,,,,
2535,,,,45.0,,,,350.0,,350.0,,,,,,,,
2536,,,,25.0,,,,300.0,,300.0,,,,,,,,
2537,,,,,,,,,,,,,,,,,,
2538,,,,25.0,,,,,,,,,,,,,,
2539,,,,,,,,,,,,,,,,,,
2540,,,,,,,,,,,,,,,,,,
2541,,,,,,,,,,,,,,,,,,
2542,,,,,,,,,,,,,,,,,,
2543,,,,,,,,,,,,,,,,,,
2544,,,,,,,,,,,,,,,,,,
2545,,,,,,,,,,,,,,,,,,
2546,,,,,,,,,,,,,,,,,,
2547,,,,,,,,,,,,,,,,,,
2548,,,,,,,,,,,,,,,,,,
2549,,,,,,,,,,,,,,,,,,
2550,,,,,,,,,,,,,,,,,,
2551,,,,,,,,,,,,,,,,,,
2552,,,,,,,,,,,,,,,,,,
2553,,,,,,,,,,,,,,,,,,
2554,,,,,,,,,,,,,,,,,,
2555,,,,,,,,,,,,,,,,,,
2556,,,,,,,,,,,,,,,,,,
2557,,,,,,,,,,,,,,,,,,
2558,,,,,,,,,,,,,,,,,,
2559,,,,,,,,,,,,,,,,,,
2560,,,,,,,,,,,,,,,,,,
2561,,,,,,,,,,,,,,,,,,
2562,,,,,,,,,,,,,,,,,,
2563,,,,,,,,,,,,,,,,,,
2564,,,,,,,,,,,,,,,,,,
2565,,,,,,,,,,,,,,,,,,
2566,,,,,,,,,,,,,,,,,,
2567,,,,,,,,,,,,,,,,,,
2568,,,,,,,,,,,,,,,,,,
2569,,,,,,,,,,,,,,,,,,
2570,,,,,,,,,,,,,,,,,,
2571,,100.0,,50.0,,,,250.0,,250.0,,,,,,,,
2572,,,,30.0,,,,150.0,,150.0,,,,,,,,
2573,,,,40.0,,,,,,,,,,,,,,
2574,,,,35.0,,,350.0,,350.0,,,,,,,,,
2575,,,,,,,,,,,,,,,,,,
2576,,,,,,,,,,,,,,,,,,
2577,,,,,,,,,,,,,,,,,,
2578,,,,,,,,,,,,,,,,,,
2579,,,,,,,,,,,,,,,,,,
2580,,,,,,,,,,,,,,,,,,
2581,,,,,,,,,,,,,,,,,,
2582,,,,,,,,,,,,,,,,,,
2583,,,,,,,,,,,,,,,,,,
2584,,,,,,,,,,,,,,,,,,
2585,,,,,,,,,,,,,,,,,,
2586,,,,,,,,,,,,,,,,,,
2587,,,,,,,,,,,,,,,,,,
2588,,,,,,,,,,,,,,,,,,
2589,,,,,,,,,,,,,,,,,,
2590,,,,,,,,,,,,,,,,,,
2591,,,,,,,,,,,,,,,,,,
2592,,,,,,,,,,,,,,,,,,
2593,,,,,,,,,,,,,,,,,,
2594,,,,,,,,,,,,,,,,,,
2595,,,,,,,,,,,,,,,,,,
2596,,,,,,,,,,,,,,,,,,
2597,,,,,,,,,,,,,,,,,,
2598,,,,,,,,,,,,,,,,,,
2599,,,,,,,,,,,,,,,,,,
2600,,,,,,,,,,,,,,,,,,
2601,,,,,,,,,,,,,,,,,,
2602,,,,,,,,,,,,,,,,,,
2603,,,,,,,,,,,,,,,,,,
2604,,,,,,,,,,,,,,,,,,
2605,,,,,,,,,,,,,,,,,,
2606,,,,,,,,,,,,,,,,,,
2607,,,,,,,,,,,,,,,,,,
2608,,,,,,,,,,,,,,,,,,
2609,,,,,,,,,,,,,,,,,,
2610,,,,,,,,,,,,,,,,,,
2611,,,,,,,,,,,,,,,,,,
2612,,,,,,,,,,,,,,,,,,
2613,,,,40.0,,,,,,,,,,,,,,
2614,,,,,,,,,,,,,,,,,,
2615,,,,35.0,,,300.0,,300.0,,,,,,,,,
2616,,,,,,,,,,,,,,,,,,
2617,,,,,,,,,,,,,,,,,,
2618,,,,,,,,,,,,,,,,,,
2619,,,,,,,,,,,,,,,,,,
2620,,,,,,,,,,,,,,,,,,
2621,,,,,,,,,,,,,,,,,,
2622,,,,,,,,,,,,,,,,,,
2623,,,,,,,,,,,,,,,,,,
2624,,,,,,,,,,,,,,,,,,
2625,,,,,,,,,,,,,,,,,,
2626,,,,,,,,,,,,,,,,,,
2627,,,,,,,,,,,,,,,,,,
2628,,,,,,,,,,,,,,,,,,
2629,,,,,,,,,,,,,,,,,,
2630,,,,,,,,,,,,,,,,,,
2631,,,,,,,,,,,,,,,,,,
2632,,,,,,,,,,,,,,,,,,
2633,,,,,,,,,,,,,,,,,,
2634,,,,,,,,,,,,,,,,,,
2635,,,,,,,,,,,,,,,,,,
2636,,,,,,,,,,,,,,,,,,
2637,,,,,,,,,,,,,,,,,,
2638,,,,,,,,,,,,,,,,,,
2639,,,,,,,,,,,,,,,,,,
2640,,,,,,,,,,,,,,,,,,
2641,,,,,,,,,,,,,,,,,,
2642,,,,25.0,,,250.0,,250.0,,,,,,,,,
2643,,,,40.0,,,,350.0,,350.0,,,,,,,,
2644,,,,32.0,,,,,,,,,,,,,,
2645,,,,37.0,,,400.0,250.0,400.0,250.0,,,,,,,,
2646,,100.0,,35.0,,,200.0,,175.0,,,,,,,,,
2647,,,,35.0,,,,250.0,,250.0,,,,,,,,
2648,,,,25.0,,,,,,,,,,,,,,
2649,,,,,,,,,,,,,,,,,,
2650,,,,,,,,,,,,,,,,,,
2651,,,,,,,,,,,,,,,,,,
2652,,,,,,,,,,,,,,,,,,
2653,,,,,,,,,,,,,,,,,,
2654,,,,,,,,,,,,,,,,,,
2655,,,,,,,,,,,,,,,,,,
2656,,,,,,,,,,,,,,,,,,
2657,,,,,,,,,,,,,,,,,,
2658,,,,,,,,,,,,,,,,,,
2659,,,,,,,,,,,,,,,,,,
2660,,,,,,,,,,,,,,,,,,
2661,,,,,,,,,,,,,,,,,,
2662,,,,,,,,,,,,,,,,,,
2663,,,,,,,,,,,,,,,,,,
2664,,,,,,,,,,,,,,,,,,
2665,,,,,,,,,,,,,,,,,,
2666,,,,35.0,,,,300.0,,300.0,,,,,,,,
2667,,,,,,,,,,,,,,,,,,
2668,,,,35.0,,,,,,,,,,,,,,
2669,,,,,,,,,,,,,,,,,,
2670,,,,,,,,,,,,,,,,,,
2671,,,,,,,,,,,,,,,,,,
2672,,,,,,,,,,,,,,,,,,
2673,,,,,,,,,,,,,,,,,,
2674,,,,32.0,,,,350.0,,350.0,,,,,,,,
2675,,,300.0,50.0,,,,300.0,,300.0,,,,,,,,
2676,,,,25.0,,,,350.0,,350.0,,,,,,,,
2677,,,,25.0,,,,350.0,,350.0,,,,,,,,
2678,,,,35.0,,,,,,250.0,,,,,,,,
2679,,,,,,,,,,,,,,,,,,
2680,,100.0,,50.0,,,,250.0,,250.0,,,300.0,,,,,
2681,,,,,,,,,,,,,,,,,,
2682,,,,,,,,,,,,,,,,,,
2683,,,,,,,,,,,,,,,,,,
2684,,,,,,,,,,,,,,,,,,
2685,,,,,,,,,,,,,,,,,,
2686,,,,,,,,,,,,,,,,,,
2687,,,,,,,,,,,,,,,,,,
2688,,,,,,,,,,,,,,,,,,
2689,,,,,,,,,,,,,,,,,,
2690,,,,,,,,,,,,,,,,,,
2691,,,,,,,,,,,,,,,,,,
2692,,,,,,,,,,,,,,,,,,
2693,,,,,,,,,,,,,,,,,,
2694,,,,,,,,,,,,,,,,,,
2695,,,,,,,,,,,,,,,,,,
2696,,,,,,,,,,,,,,,,,,
2697,,,,,,,,,,,,,,,,,,
2698,,,,,,,,,,,,,,,,,,
2699,,,,,,,,,,,,,,,,,,
2700,,,,,,,,,,,,,,,,,,
2701,,,,,,,,,,,,,,,,,,
2702,,,,,,,,,,,,,,,,,,
2703,,,,,,,,,,,,,,,,,,
2704,,,,,,,,,,,,,,,,,,
2705,,,,,,,,,,,,,,,,,,
2706,,,,,,,,,,,,,,,,,,
2707,,,,,,,,,,,,,,,,,,
2708,,,,,,,,,,,,,,,,,,
2709,,,,,,,,,,,,,,,,,,
2710,,,,,,,,,,,,,,,,,,
2711,,,,,,,,,,,,,,,,,,
2712,,,,,,,,,,,,,,,,,,
2713,,,,,,,,,,,,,,,,,,
2714,,,,,,,,,,,,,,,,,,
2715,,,,,,,,,,,,,,,,,,
2716,,,,,,,,,,,,,,,,,,
2717,,,,,,,,,,,,,,,,,,
2718,,,,,,,,,,,,,,,,,,
2719,,,,,,,,,,,,,,,,,,
2720,,,,,,,,,,,,,,,,,,
2721,,,,,,,,,,,,,,,,,,
2722,,,,,,,,,,,,,,,,,,
2723,,250.0,,50.0,,,250.0,250.0,250.0,250.0,,,,,,,,
2724,,,,,,,,,,,,,,,,,,
2725,,,,,,,,,,,,,,,,,,
2726,,,,,,,,,,,,,,,,,,
2727,,,,,,,,,,,,,,,,,,
2728,,,,,,,,,,,,,,,,,,
2729,,,,,,,,,,,,,,,,,,
2730,,,,,,,,,,,,,,,,,,
2731,,,,,,,,,,,,,,,,,,
2732,,,,,,,,,,,,,,,,,,
2733,,,,25.0,,,,,,,,,,,,,,
2734,,,,25.0,,,500.0,35.0,500.0,35.0,,,,,,,,
2735,,,,25.0,,,300.0,,300.0,,,,,,,,,
2736,,,,25.0,,,,,,,,,,,,,,
2737,,300.0,,40.0,,,,300.0,,300.0,,,,,,,,
2738,,200.0,,25.0,,,300.0,300.0,300.0,300.0,,,,,,,,
2739,,,,25.0,,,150.0,150.0,150.0,150.0,,,,,,,,
2740,,,,25.0,,,300.0,,300.0,,,,,,,,,
2741,,,,25.0,,,,350.0,,350.0,,,,,,,,
2742,,150.0,,35.0,,,,300.0,,300.0,,,,,,,,
2743,,,,35.0,,,500.0,,500.0,,,,,,,,,
2744,,,,,,,,,,,,,,,,,,
2745,,,,,,,,,,,,,,,,,,
2746,,,,,,,,,,,,,,,,,,
2747,,,,,,,,,,,,,,,,,,
2748,,,,,,,,,,,,,,,,,,
2749,,,,,,,,,,,,,,,,,,
2750,,,,,,,,,,,,,,,,,,
2751,,,,,,,,,,,,,,,,,,
2752,,,,,,,,,,,,,,,,,,
2753,,,,,,,,,,,,,,,,,,
2754,,,,,,,,,,,,,,,,,,
2755,,,,,,,,,,,,,,,,,,
2756,,,,,,,,,,,,,,,,,,
2757,,,,,,,,,,,,,,,,,,
2758,,,,,,,,,,,,,,,,,,
2759,,,,,,,,,,,,,,,,,,
2760,,,,,,,,,,,,,,,,,,
2761,,,,,,,,,,,,,,,,,,
2762,,,,,,,,,,,,,,,,,,
2763,,,,,,,,,,,,,,,,,,
2764,,,,,,,,,,,,,,,,,,
2765,,,,,,,,,,,,,,,,,,
2766,,,,,,,,,,,,,,,,,,
2767,,300.0,,50.0,,,200.0,200.0,200.0,200.0,,,,,,,,
2768,,,,25.0,,,,300.0,,300.0,,,,,,,,
2769,,,,25.0,,,,300.0,,300.0,,,,,,,,
2770,,,,25.0,,,250.0,,250.0,,,,,,,,,
2771,,,,25.0,,,250.0,,250.0,,,,,,,,,
2772,,150.0,,35.0,,,,300.0,,300.0,,,,,,,,
2773,,,,40.0,,,,,,,,,,,,,,
2774,,,,22.0,,,,250.0,,250.0,,,,,,,,
2775,,,,25.0,,,300.0,,300.0,,,,,,,,,
2776,,200.0,,50.0,,,,300.0,,300.0,,,,,,,,
2777,,150.0,,35.0,,,,300.0,,300.0,,,,,,,,
2778,,,,25.0,,,,300.0,,300.0,,,,,,,,
2779,,,,45.0,,,,200.0,,,,,,,,,,
2780,,,,35.0,,,250.0,,250.0,,,,,,,,,
2781,,,,30.0,,,,,,,,,,,,,,
2782,,,,,,,,,,,,,,,,,,
2783,,,,,,,,,,,,,,,,,,
2784,,,,,,,,,,,,,,,,,,
2785,,,,,,,,,,,,,,,,,,
2786,,,,,,,,,,,,,,,,,,
2787,,,,,,,,,,,,,,,,,,
2788,,,,,,,,,,,,,,,,,,
2789,,,,,,,,,,,,,,,,,,
2790,,,,,,,,,,,,,,,,,,
2791,,,,,,,,,,,,,,,,,,
2792,,,,,,,,,,,,,,,,,,
2793,,,,,,,,,,,,,,,,,,
2794,,,,,,,,,,,,,,,,,,
2795,,,,,,,,,,,,,,,,,,
2796,,,,,,,,,,,,,,,,,,
2797,,,,,,,,,,,,,,,,,,
2798,,,,,,,,,,,,,,,,,,
2799,,,,,,,,,,,,,,,,,,
2800,,,,,,,,,,,,,,,,,,
2801,,,,,,,,,,,,,,,,,,
2802,,,,,,,,,,,,,,,,,,
2803,,,,,,,,,,,,,,,,,,
2804,,,,,,,,,,,,,,,,,,
2805,,,,,,,,,,,,,,,,,,
2806,,,,,,,,,,,,,,,,,,
2807,,,,,,,,,,,,,,,,,,
2808,,,,,,,,,,,,,,,,,,
2809,,,,,,,,,,,,,,,,,,
2810,,,,,,,,,,,,,,,,,,
2811,,,,,,,,,,,,,,,,,,
2812,,,,,,,,,,,,,,,,,,
2813,,,,,,,,,,,,,,,,,,
2814,,,,,,,,,,,,,,,,,,
2815,,,,,,,,,,,,,,,,,,
2816,,,,,,,,,,,,,,,,,,
2817,,,,,,,,,,,,,,,,,,
2818,,,,,,,,,,,,,,,,,,
2819,,,,,,,,,,,,,,,,,,
2820,,,,,,,,,,,,,,,,,,
2821,,,,,,,,,,,,,,,,,,
2822,,,,,,,,,,,,,,,,,,
2823,,,,,,,,,,,,,,,,,,
2824,,,,,,,,,,,,,,,,,,
2825,,,,,,,,,,,,,,,,,,
2826,,,,,,,,,,,,,,,,,,
2827,,,,,,,,,,,,,,,,,,
2828,,,,,,,,,,,,,,,,,,
2829,,,,,,,,,,,,,,,,,,
2830,,,,,,,,,,,,,,,,,,
2831,,,,,,,,,,,,,,,,,,
2832,,,,,,,,,,,,,,,,,,
2833,,,,,,,,,,,,,,,,,,
2834,,,,,,,,,,,,,,,,,,
2835,,,,,,,,,,,,,,,,,,
2836,,,,,,,,,,,,,,,,,,
2837,,,,,,,,,,,,,,,,,,
2838,,,,,,,,,,,,,,,,,,
2839,,,,,,,,,,,,,,,,,,
2840,,,,,,,,,,,,,,,,,,
2841,,,,,,,,,,,,,,,,,,
2842,,,,,,,,,,,,,,,,,,
2843,,,,,,,,,,,,,,,,,,
2844,,,,,,,,,,,,,,,,,,
2845,,,,,,,,,,,,,,,,,,
2846,,,,,,,,,,,,,,,,,,
2847,,,,,,,,,,,,,,,,,,
2848,,,,,,,,,,,,,,,,,,
2849,,,,,,,,,,,,,,,,,,
2850,,,,,,,,,,,,,,,,,,
2851,,,,,,,,,,,,,,,,,,
2852,,,,,,,,,,,,,,,,,,
2853,,,,,,,,,,,,,,,,,,
2854,,,,,,,,,,,,,,,,,,
2855,,,,,,,,,,,,,,,,,,
2856,,,,,,,,,,,,,,,,,,
2857,,150.0,,50.0,,,,300.0,,300.0,,,,,,,,
2858,,400.0,,50.0,,,50.0,400.0,50.0,400.0,,,,,,,,
2859,,400.0,,50.0,,,,350.0,,350.0,,,,,,,,
2860,,,,65.0,,,,500.0,,500.0,,,,,,,,
2861,,300.0,,50.0,,,,300.0,,300.0,,,,,,,,
2862,,,400.0,50.0,,,,350.0,,350.0,,,,,,,,
2863,,,,75.0,,,,225.0,,225.0,,,,,,,,450.0
2864,,300.0,,50.0,,,,300.0,,300.0,,,,,,,,
2865,,,50.0,50.0,,,,500.0,,500.0,,,500.0,,,,,
2866,,,350.0,50.0,,,,500.0,,500.0,,,,,,,,
2867,,,400.0,50.0,,,,,,,,,,,,,,
2868,,,,60.0,,,150.0,150.0,150.0,150.0,,,,,,,,
2869,,350.0,,50.0,,,,400.0,,400.0,,,,,,,,
2870,,450.0,,50.0,,,,450.0,,450.0,,,,,,,,
2871,,350.0,,50.0,,,,400.0,,400.0,,,,,,,,
2872,,350.0,,50.0,,,,300.0,,300.0,,,,,,,,
2873,,450.0,,65.0,,,,,,,,,,,,,,
2874,,,350.0,50.0,,,,500.0,500.0,500.0,,,,,,,,
2875,,500.0,,50.0,,,,350.0,,350.0,,,,,,,,
2876,,300.0,,50.0,,,,500.0,,500.0,,,,,,,,
2877,,100.0,,50.0,,,,,,,,,,,,,,
2878,,,,60.0,,,,500.0,,500.0,,,,,,,,
2879,,,,40.0,,,,100.0,,100.0,,,,,,,,
2880,,100.0,,35.0,,,,500.0,,500.0,,,,,,,,
2881,,350.0,,42.0,,,,500.0,,500.0,,,,,,,,
2882,,200.0,400.0,50.0,,,,400.0,,400.0,,,,,,,,
2883,,300.0,,50.0,,,,400.0,,400.0,,,,,,,,
2884,,,,50.0,,,,,,,,,,,,,,150.0
2885,,450.0,,50.0,,,,,,,,,,,,,,
2886,,500.0,,50.0,,,,500.0,,500.0,,,,,,,,
2887,,600.0,,60.0,,,,500.0,,500.0,,,,,,,,
2888,,300.0,,50.0,,,350.0,350.0,350.0,350.0,,,,,,,,
2889,,400.0,,50.0,,,,400.0,,400.0,,,,,,,,
2890,,,,50.0,,,400.0,400.0,400.0,400.0,,,,,,,,
2891,,,,50.0,,,,,,,,,,,,,,
2892,,,50.0,50.0,,,,500.0,,500.0,,,500.0,,,,,
2893,,,,,,,,,,,,,,,,,,
2894,,400.0,,50.0,,,,,,,,,,,,,,
2895,,,,50.0,,,300.0,300.0,300.0,300.0,,,,,,,,
2896,,,,50.0,,,,,,,,,,,,,,
2897,,400.0,,50.0,,,,,,,,,,,,,,
2898,,,,,,,,,,,,,,,,,,
2899,,,,,,,,,,,,,,,,,,
2900,,,,,,,,,,,,,,,,,,
2901,,,,,,,,,,,,,,,,,,
2902,,,,,,,,,,,,,,,,,,
2903,,,,,,,,,,,,,,,,,,
2904,,,,,,,,,,,,,,,,,,
2905,,,,50.0,,,,,,,,,350.0,,,,,
2906,,300.0,,50.0,,,,,,,,,,,,,,
2907,,,300.0,50.0,,,,300.0,,300.0,,,,,,,,
2908,,,,,,,,,,,,,,,,,,
2909,,,,,,,,,,,,,,,,,,
2910,,,,,,,,,,,,,,,,,,
2911,,,,,,,,,,,,,,,,,,
2912,,,,,,,,,,,,,,,,,,
2913,,,,,,,,,,,,,,,,,,
2914,,,,,,,,,,,,,,,,,,
2915,,,,,,,,,,,,,,,,,,
2916,,,,,,,,,,,,,,,,,,
2917,,,,,,,,,,,,,,,,,,
2918,,,,,,,,,,,,,,,,,,
2919,,,,,,,,,,,,,,,,,,
2920,,,,,,,,,,,,,,,,,,
2921,,,,,,,,,,,,,,,,,,
2922,,,,,,,,,,,,,,,,,,
2923,,,,,,,,,,,,,,,,,,
2924,,,,,,,,,,,,,,,,,,
2925,,,,,,,,,,,,,,,,,,
2926,,,,,,,,,,,,,,,,,,
2927,,,,,,,,,,,,,,,,,,
2928,,,,,,,,,,,,,,,,,,
2929,,,,,,,,,,,,,,,,,,
2930,,,,,,,,,,,,,,,,,,
2931,,,,,,,,,,,,,,,,,,
2932,,,,,,,,,,,,,,,,,,
2933,,,,,,,,,,,,,,,,,,
2934,,,,,,,,,,,,,,,,,,
2935,,,,,,,,,,,,,,,,,,
2936,,,,,,,,,,,,,,,,,,
2937,,,,,,,,,,,,,,,,,,
2938,,,,,,,,,,,,,,,,,,
2939,,,,,,,,,,,,,,,,,,
2940,,,,,,,,,,,,,,,,,,
2941,,,,,,,,,,,,,,,,,,
2942,,,,,,,,,,,,,,,,,,
2943,,,,,,,,,,,,,,,,,,
2944,,,,,,,,,,,,,,,,,,
2945,,,,,,,,,,,,,,,,,,
2946,,,,,,,,,,,,,,,,,,
2947,,,,,,,,,,,,,,,,,,
2948,,,,,,,,,,,,,,,,,,
2949,,,,,,,,,,,,,,,,,,
2950,,,,,,,,,,,,,,,,,,
2951,,,,,,,,,,,,,,,,,,
2952,,,,,,,,,,,,,,,,,,
2953,,,,,,,,,,,,,,,,,,
2954,,,,,,,,,,,,,,,,,,
2955,,,,,,,,,,,,,,,,,,
2956,,,,,,,,,,,,,,,,,,
2957,,,,,,,,,,,,,,,,,,
2958,,,,,,,,,,,,,,,,,,
2959,,,,,,,,,,,,,,,,,,
2960,,,,,,,,,,,,,,,,,,
2961,,,,,,,,,,,,,,,,,,
2962,,,,,,,,,,,,,,,,,,
2963,,,,,,,,,,,,,,,,,,
2964,,,,,,,,,,,,,,,,,,
2965,,,,,,,,,,,,,,,,,,
2966,,,,,,,,,,,,,,,,,,
2967,,,,,,,,,,,,,,,,,,
2968,,,,,,,,,,,,,,,,,,
2969,,,,,,,,,,,,,,,,,,
2970,,,,,,,,,,,,,,,,,,
2971,,,,,,,,,,,,,,,,,,
2972,,,,,,,,,,,,,,,,,,
2973,,,,,,,,,,,,,,,,,,
2974,,,,,,,,,,,,,,,,,,
2975,,,,,,,,,,,,,,,,,,
2976,,,,,,,,,,,,,,,,,,
2977,,,,,,,,,,,,,,,,,,
2978,,,,,,,,,,,,,,,,,,
2979,,,,,,,,,,,,,,,,,,
2980,,,,,,,,,,,,,,,,,,
2981,,,,,,,,,,,,,,,,,,
2982,,,,,,,,,,,,,,,,,,
2983,,,,,,,,,,,,,,,,,,
2984,,,,,,,,,,,,,,,,,,
2985,,,,,,,,,,,,,,,,,,
2986,,,,,,,,,,,,,,,,,,
2987,,,,,,,,,,,,,,,,,,
2988,,,,,,,,,,,,,,,,,,
2989,,,,,,,,,,,,,,,,,,
2990,,,,,,,,,,,,,,,,,,
2991,,,,,,,,,,,,,,,,,,
2992,,,,,,,,,,,,,,,,,,
2993,,,,,,,,,,,,,,,,,,
2994,,,,,,,,,,,,,,,,,,
2995,,,,,,,,,,,,,,,,,,
2996,,,,,,,,,,,,,,,,,,
2997,,,,,,,,,,,,,,,,,,
2998,,,,,,,,,,,,,,,,,,
2999,,,,,,,,,,,,,,,,,,
3000,,,,,,,,,,,,,,,,,,
3001,,,,,,,,,,,,,,,,,,
3002,,,,,,,,,,,,,,,,,,
3003,,,,,,,,,,,,,,,,,,
3004,,,,,,,,,,,,,,,,,,
3005,,,,,,,,,,,,,,,,,,
3006,,,,,,,,,,,,,,,,,,
3007,,,,,,,,,,,,,,,,,,
3008,,,,,,,,,,,,,,,,,,
3009,,,,,,,,,,,,,,,,,,
3010,,,,,,,,,,,,,,,,,,
3011,,,,,,,,,,,,,,,,,,
3012,,,,,,,,,,,,,,,,,,
3013,,,,,,,,,,,,,,,,,,
3014,,,,,,,,,,,,,,,,,,
3015,,,,,,,,,,,,,,,,,,
3016,,,,,,,,,,,,,,,,,,
3017,,,,,,,,,,,,,,,,,,
3018,,,,,,,,,,,,,,,,,,
3019,,,,,,,,,,,,,,,,,,
3020,,,,,,,,,,,,,,,,,,
3021,,400.0,,50.0,,,,500.0,,500.0,,,,,,,,
3022,,,,,,,,,,,,,,,,,,
3023,,,,,,,,,,,,,,,,,,
3024,,,,,,,,,,,,,,,,,,
3025,,,,,,,,,,,,,,,,,,
3026,,,,,,,,,,,,,,,,,,
3027,,,,50.0,,,,300.0,,300.0,,,,,,,,
3028,,,,,,,,,,,,,,,,,,
3029,,,,,,,,,,,,,,,,,,
3030,,,,,,,,,,,,,,,,,,
3031,,,,,,,,,,,,,,,,,,
